Materials,Piezoelectric_Modulus,Crystal_Symmetry,mp_id
NbRhO4,1.710265,tetragonal,mp-756638
P4WO12,0.136530462,monoclinic,mp-757191
TaRhO4,0.782206555,tetragonal,mp-760402
Na8TiO6,0.687002426,orthorhombic,mp-761219
TiVO4,3.110861415,tetragonal,mp-761341
Na2Sn2O3,0.08067,cubic,mp-761872
Na8SnO6,0.197580005,hexagonal,mp-761931
Na6ZnO4,0.254907853,hexagonal,mp-7664
TmTaO4,1.73994,orthorhombic,mp-768176
SmTaO4,2.047299164,orthorhombic,mp-768230
Rb3SbO3,0.09352,cubic,mp-768232
YTmO3,0.586338391,hexagonal,mp-768353
Sr3TeO6,2.975172456,trigonal,mp-768907
Ni(PS3)2,0.141052424,monoclinic,mp-769218
ZnSeO4,1.109213595,orthorhombic,mp-769365
Tm3TaO7,0.333,orthorhombic,mp-769931
Tb2Ti2O7,0.126165,tetragonal,mp-769953
Tm2P4O13,0.02975,orthorhombic,mp-772232
Tm2WO6,0.65459,orthorhombic,mp-773512
Na2Ti2O5,0.622226127,orthorhombic,mp-773663
TiSnO4,2.375385,tetragonal,mp-773864
NaV5O8,3.44E-21,cubic,mp-774833
Ti3TeO8,0.59058114,triclinic,mp-774922
Tm2TeO6,0.36693,orthorhombic,mp-780172
Na2SnO2,0.24367,orthorhombic,mp-781712
Si3NiP4,0.72251,tetragonal,mp-8311
Na6ZnS4,0.460261225,hexagonal,mp-8389
Tl3SbS3,0.478349985,trigonal,mp-8393
Tl4SiS4,0.694179316,monoclinic,mp-8479
TiNiO3,2.936946955,trigonal,mp-850194
Na2VO3,1.190030791,orthorhombic,mp-850201
Na6Ti2O7,1.224745579,monoclinic,mp-850957
Sb2TeSe2,1.188478788,trigonal,mp-8612
Na3SbSe4,0.79604,cubic,mp-8703
Na6P4W,0.438010584,hexagonal,mp-9007
ZrNiSn,0.007466667,cubic,mp-924129
TiNiSn,0.524518243,cubic,mp-924130
ScNiP,0.79925,cubic,mp-961675
TiSnPd,0.050447249,cubic,mp-961682
ZrSnPd,0.138182934,cubic,mp-961687
TiSiPt,0.677262123,cubic,mp-961706
ZrSiPt,0.913542362,cubic,mp-961711
ZrSnPt,0.006331151,cubic,mp-961713
Re2S2O13,0.503773512,orthorhombic,mp-974650
Rb3NbO8,0.58166,tetragonal,mp-9808
Na3PS4,0.92883,cubic,mp-985584
Zn3Sn2O7,1.12301,orthorhombic,mvc-3343
Zn3W2O7,0.362770531,orthorhombic,mvc-3714
Te(WO4)2,3.132885044,triclinic,mvc-667
Zn2Sn3O8,0.227760754,hexagonal,mvc-7701
